iter	Logloss
511	0.5620159189
512	0.5619752669
513	0.5619453652
514	0.5619116994
515	0.561884205
516	0.5618702403
517	0.5618590982
518	0.5618447131
519	0.5618297814
520	0.5617747513
521	0.5617641822
522	0.5617453246
523	0.5617172466
524	0.5617116195
525	0.5616878536
526	0.5616360191
527	0.561605897
528	0.5615863586
529	0.5615648009
530	0.5614858673
531	0.5614764962
532	0.561460003
533	0.5614414847
534	0.5613467019
535	0.5613203274
536	0.5613136183
537	0.5612894446
538	0.5612784887
539	0.5612550644
540	0.5612372983
541	0.5612310077
542	0.5612020299
543	0.561186024
544	0.5611798589
545	0.5611712933
546	0.5611416045
547	0.5611185871
548	0.5610911995
549	0.5610786487
550	0.561059857
551	0.5610424707
552	0.5610213284
553	0.5609861592
554	0.5609657287
555	0.5609579517
556	0.5609371298
557	0.5609194456
558	0.5608810986
559	0.5608609623
560	0.560850382
561	0.5608376151
562	0.560837269
563	0.5608147949
564	0.5607843482
565	0.5607274379
566	0.560711525
567	0.5606927141
568	0.5606503796
569	0.5606395642
570	0.5606174599
571	0.5606071924
572	0.5605758263
573	0.5605623294
574	0.560547961
575	0.5605287026
576	0.5605238435
577	0.5605111203
578	0.5604852342
579	0.560450275
580	0.5604278826
581	0.560389912
582	0.5603842147
583	0.5603693314
584	0.5603484842
585	0.5603228074
586	0.5602904204
587	0.5602785305
588	0.5602639386
589	0.560258099
590	0.5602342083
591	0.5602227994
592	0.5601919376
593	0.5601823511
594	0.5601657815
595	0.5601406023
596	0.5601178403
597	0.5601012115
598	0.5600847512
599	0.5600666699
600	0.5600456552
601	0.5600267984
602	0.5600007067
603	0.5599732476
604	0.5599403205
605	0.5599305182
606	0.5598968816
607	0.5598402484
608	0.5598302676
609	0.5598071348
610	0.5597843558
611	0.5597677839
612	0.5597507257
613	0.5597116604
614	0.5596845046
615	0.5596438988
616	0.5596254339
617	0.5596180891
618	0.559587121
619	0.5595519152
620	0.559521381
621	0.5594990827
622	0.559489336
623	0.5594677234
624	0.5594327346
625	0.5594175715
626	0.5593869447
627	0.5593581872
628	0.5593483882
629	0.5593382119
630	0.5592905392
631	0.5592602276
632	0.5592297163
633	0.5592142798
634	0.5592093595
635	0.5591888763
636	0.5591694127
637	0.559157249
638	0.5591300914
639	0.5591199766
640	0.559100662
641	0.5590256878
642	0.5590104949
643	0.5589899704
644	0.5589744482
645	0.5589263843
646	0.5589015154
647	0.5588656494
648	0.5588534251
649	0.5588241572
650	0.5588043629
651	0.5587956714
652	0.5587764123
653	0.5587606235
654	0.5587223861
655	0.5587121211
656	0.5586813649
657	0.5586697966
658	0.5586545599
659	0.5586282923
660	0.5586151195
661	0.5585986177
662	0.5585702412
663	0.5585657358
664	0.558521685
665	0.5585010509
666	0.5584911869
667	0.5584733711
668	0.5584386197
669	0.5584037667
670	0.5583896785
671	0.5583680105
672	0.5583452077
673	0.5583157243
674	0.5583018316
675	0.5582898719
676	0.5582424662
677	0.5582255867
678	0.558213113
679	0.5581894593
680	0.5581144288
681	0.5580988569
682	0.5580807009
683	0.5580627894
684	0.5580457791
685	0.5580223133
686	0.5579986838
687	0.5579634209
688	0.5579470111
689	0.5579357627
690	0.5579201791
691	0.5579079859
692	0.5578736778
693	0.5578719944
694	0.5578514082
695	0.5578021618
696	0.5577900858
697	0.5577878838
698	0.5577784825
699	0.5577671478
700	0.5577536782
701	0.5577423841
702	0.5577124418
703	0.5576963097
704	0.5576844463
705	0.5576420357
706	0.5576179047
707	0.5576017173
708	0.5575931853
709	0.5575675419
710	0.5575400463
711	0.5575357952
712	0.5575045266
713	0.5574772978
714	0.5574679423
715	0.5574471994
716	0.5574440458
717	0.5574368354
718	0.5574003319
719	0.5573866571
720	0.5573753232
721	0.5573712066
722	0.5573469073
723	0.557315859
724	0.5572941314
725	0.5572854194
726	0.557257347
727	0.5572162043
728	0.5572124541
729	0.5572036708
730	0.5571766936
731	0.5571429592
732	0.5571220823
733	0.5570782804
734	0.557065199
735	0.5570448918
736	0.5569962819
737	0.5569734631
738	0.5569398247
739	0.556917849
740	0.5568833216
741	0.5568498188
742	0.5568259075
743	0.5568246962
744	0.5567923793
745	0.5567515889
746	0.5567237964
747	0.5567105128
748	0.5566639741
749	0.5566171141
750	0.5565966899
751	0.5565740157
752	0.5565550086
753	0.5565155941
754	0.5565101115
755	0.5564962665
756	0.556477345
757	0.5564645045
758	0.5564429774
759	0.5564304681
760	0.5564092567
761	0.5564004353
762	0.5563784711
763	0.5563385383
764	0.5563017707
765	0.5562789206
766	0.556252488
767	0.5562288297
768	0.5561774937
769	0.5561292774
770	0.5561193074
771	0.5560966473
772	0.5560608612
773	0.5560451146
774	0.5560360918
775	0.5560159336
776	0.5560030759
777	0.5559891216
778	0.5559739959
779	0.555964314
780	0.5559078823
781	0.5558712546
782	0.5558264645
783	0.5557848594
784	0.5557749589
785	0.5557622376
786	0.5557424134
787	0.5557116705
788	0.5557080031
789	0.5556969934
790	0.5556717239
791	0.5556591328
792	0.5556427096
793	0.5556271295
794	0.5556006875
795	0.5555794492
796	0.5555514875
797	0.5555336946
798	0.5555173939
799	0.5554592536
800	0.5554325577
801	0.5554170904
802	0.5554015919
803	0.5553939971
804	0.5553718423
805	0.555345483
806	0.5553179215
807	0.5552523736
808	0.5552247958
809	0.5552099696
810	0.5551977921
811	0.5551790926
812	0.5551779387
813	0.5551544795
814	0.555144429
815	0.5551223627
816	0.5551063286
817	0.555078485
818	0.5550405759
819	0.5550313014
820	0.5550278263
821	0.5550277553
822	0.5550156234
823	0.5550052468
824	0.5549740909
825	0.5549559308
826	0.5549446762
827	0.5549175809
828	0.5548893667
829	0.554882057
830	0.5548608473
831	0.554853017
832	0.5548455686
833	0.554827493
834	0.5548109434
835	0.5547976294
836	0.5547756834
837	0.5547571933
838	0.5547466626
839	0.5547263698
840	0.5547119559
841	0.5546975924
842	0.5546583186
843	0.5546464427
844	0.5546229665
845	0.5545947107
846	0.5545460866
847	0.5545054043
848	0.5544821089
849	0.5544513467
850	0.5544221532
851	0.5543986151
852	0.5543627946
853	0.5543141132
854	0.5543033782
855	0.5542826813
856	0.5542466021
857	0.5542361703
858	0.5542201258
859	0.5542110424
860	0.554193826
861	0.5541727974
862	0.554163923
863	0.5541461531
864	0.5541249448
865	0.5540931184
866	0.5540873064
867	0.5540751269
868	0.5540318828
869	0.5540103449
870	0.5539822835
871	0.5539733692
872	0.553959893
873	0.5539464405
874	0.5539128937
875	0.5539090019
876	0.553889808
877	0.5538732287
878	0.5538524876
879	0.5538405852
880	0.5538133794
881	0.5537757468
882	0.5537338338
883	0.5537248548
884	0.5536916785
885	0.5536725063
886	0.5536533979
887	0.5536151982
888	0.5536013165
889	0.5535707033
890	0.5535586474
891	0.5535372048
892	0.5535266497
893	0.5535162481
894	0.5534863582
895	0.5534574433
896	0.5534521959
897	0.5534110745
898	0.5534067284
899	0.5534040642
900	0.553381754
901	0.5533685313
902	0.5533346058
903	0.5533319593
904	0.5533128527
905	0.5533034117
906	0.5532905037
907	0.5532850978
908	0.553234191
909	0.5532007674
910	0.553180544
911	0.5531766231
912	0.5531299502
913	0.5531224582
914	0.5530795712
915	0.5530437628
916	0.5530154608
917	0.5529794513
918	0.5529678856
919	0.5529532612
920	0.5529380756
921	0.5529144256
922	0.5528876176
923	0.5528710967
924	0.552839927
925	0.5528092746
926	0.5527960622
927	0.5527677208
928	0.5527372634
929	0.5527195894
930	0.5526961175
931	0.5526715991
932	0.5526511813
933	0.5526349335
934	0.5526261833
935	0.5526238518
936	0.5526209824
937	0.5526097799
938	0.5525746436
939	0.552570913
940	0.5525534616
941	0.5525493211
942	0.552520607
943	0.5524874937
944	0.5524410798
945	0.5524251166
946	0.5524107255
947	0.552372188
948	0.5523492336
949	0.5523453209
950	0.5523267507
951	0.5523135032
952	0.5523007468
953	0.5522802673
954	0.5522751793
955	0.5522478773
956	0.5522338269
957	0.5522184212
958	0.5521581777
959	0.5521489846
960	0.5521146337
961	0.5521130986
962	0.5521026205
963	0.5520795847
964	0.5520413734
965	0.5520307607
966	0.5520130305
967	0.5519557828
968	0.5519416708
969	0.5519173809
970	0.5518772888
971	0.5518525831
972	0.5518371281
973	0.5518168484
974	0.5517913621
975	0.5517833353
976	0.5517728908
977	0.5517455374
978	0.5517315574
979	0.5517273064
980	0.5517039717
981	0.5516935035
982	0.5516888089
983	0.5516713106
984	0.5516428027
985	0.5516213138
986	0.5516069783
987	0.5516021023
988	0.5515934154
989	0.5515764154
990	0.5515460902
991	0.5515328986
992	0.5515201993
993	0.551507364
994	0.5514415067
995	0.5514146928
996	0.551400427
997	0.5513649401
998	0.5513483833
999	0.5513284438
